Comercio;ID Comercio;Invoice DateFecha de Ingreso;Región;Estado;Ciudad;Producto;Precio Por Unidad;Unidades Vendidas;Precio Final;Ganancias;Margen Operativo;Metodo de Venta
Foot Locker;1128299;25/5/2021;Southeast;Virginia;Richmond;Men's Apparel;$44.00 ;49;$ 2,16;$ 1,16;54%;Online
Foot Locker;1128299;25/5/2021;Southeast;Virginia;Richmond;Women's Apparel;$56.00 ;152;$ 8,51;$ 3,66;43%;Online
Foot Locker;1128299;24/6/2021;Southeast;Virginia;Richmond;Men's Street Footwear;$53.00 ;233;$ 12,35;$ 5,80;47%;Online
Foot Locker;1128299;24/6/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;$62.00 ;176;$ 10,91;$ 5,02;46%;Online
Foot Locker;1128299;24/6/2021;Southeast;Virginia;Richmond;Women's Street Footwear;$73.00 ;195;$ 14,24;$ 6,83;48%;Online
Foot Locker;1128299;24/6/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;$72.00 ;142;$ 10,22;$ 5,01;49%;Online
Foot Locker;1128299;24/6/2021;Southeast;Virginia;Richmond;Men's Apparel;$81.00 ;104;$ 8,42;$ 4,30;51%;Online
Foot Locker;1128299;24/6/2021;Southeast;Virginia;Richmond;Women's Apparel;$96.00 ;182;$ 17,47;$ 6,99;40%;Online
Foot Locker;1128299;23/7/2021;Southeast;Virginia;Richmond;Men's Street Footwear;$79.00 ;255;$ 20,15;$ 10,07;50%;Online
Foot Locker;1128299;23/7/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;$81.00 ;203;$ 16,44;$ 8,22;50%;Online
Foot Locker;1128299;23/7/2021;Southeast;Virginia;Richmond;Women's Street Footwear;$86.00 ;182;$ 15,65;$ 7,04;45%;Online
Foot Locker;1128299;23/7/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;$82.00 ;149;$ 12,22;$ 5,62;46%;Online
Foot Locker;1128299;23/7/2021;Southeast;Virginia;Richmond;Men's Apparel;$85.00 ;162;$ 13,77;$ 7,57;55%;Online
Foot Locker;1128299;23/7/2021;Southeast;Virginia;Richmond;Women's Apparel;$96.00 ;180;$ 17,28;$ 6,91;40%;Online
Foot Locker;1128299;24/8/2021;Southeast;Virginia;Richmond;Men's Street Footwear;$83.00 ;240;$ 19,92;$ 8,96;45%;Online
Foot Locker;1128299;24/8/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;$76.00 ;202;$ 15,35;$ 7,37;48%;Online
Foot Locker;1128299;24/8/2021;Southeast;Virginia;Richmond;Women's Street Footwear;$69.00 ;189;$ 13,04;$ 6,26;48%;Online
Foot Locker;1128299;24/8/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;$66.00 ;111;$ 7,33;$ 3,59;49%;Online
Foot Locker;1128299;24/8/2021;Southeast;Virginia;Richmond;Men's Apparel;$64.00 ;106;$ 6,78;$ 3,46;51%;Online
Foot Locker;1128299;24/8/2021;Southeast;Virginia;Richmond;Women's Apparel;$73.00 ;75;$ 5,48;$ 2,30;42%;Online
Foot Locker;1128299;25/9/2021;Southeast;Virginia;Richmond;Men's Street Footwear;$46.00 ;113;$ 5,20;$ 2,60;50%;Online
Foot Locker;1128299;25/9/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;$52.00 ;113;$ 5,88;$ 2,70;46%;Online
Foot Locker;1128299;25/9/2021;Southeast;Virginia;Richmond;Women's Street Footwear;$47.00 ;65;$ 3,06;$ 1,44;47%;Online
Foot Locker;1128299;25/9/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;$45.00 ;54;$ 2,43;$ 1,19;49%;Online
Foot Locker;1128299;25/9/2021;Southeast;Virginia;Richmond;Men's Apparel;$58.00 ;56;$ 3,25;$ 1,62;50%;Online
Foot Locker;1128299;25/9/2021;Southeast;Virginia;Richmond;Women's Apparel;$42.00 ;70;$ 2,94;$ 1,26;43%;Online
Foot Locker;1128299;24/10/2021;Southeast;Virginia;Richmond;Men's Street Footwear;$38.00 ;102;$ 3,88;$ 1,74;45%;Online
Foot Locker;1128299;24/10/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;$51.00 ;142;$ 7,24;$ 3,55;49%;Online
Foot Locker;1128299;24/10/2021;Southeast;Virginia;Richmond;Women's Street Footwear;$46.00 ;95;$ 4,37;$ 2,01;46%;Online
Foot Locker;1128299;24/10/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;$41.00 ;98;$ 4,02;$ 1,97;49%;Online
Foot Locker;1128299;24/10/2021;Southeast;Virginia;Richmond;Men's Apparel;$53.00 ;87;$ 4,61;$ 2,49;54%;Online
Foot Locker;1128299;24/10/2021;Southeast;Virginia;Richmond;Women's Apparel;$59.00 ;102;$ 6,02;$ 2,65;44%;Online
Foot Locker;1128299;24/11/2021;Southeast;Virginia;Richmond;Men's Street Footwear;$42.00 ;155;$ 6,51;$ 3,06;47%;Online
Foot Locker;1128299;24/11/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;$47.00 ;169;$ 7,94;$ 3,89;49%;Online
Foot Locker;1128299;24/11/2021;Southeast;Virginia;Richmond;Women's Street Footwear;$43.00 ;138;$ 5,93;$ 2,85;48%;Online
Foot Locker;1128299;24/11/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;$52.00 ;113;$ 5,88;$ 2,82;48%;Online
Foot Locker;1128299;24/11/2021;Southeast;Virginia;Richmond;Men's Apparel;$73.00 ;111;$ 8,10;$ 4,46;55%;Online
Foot Locker;1128299;24/11/2021;Southeast;Virginia;Richmond;Women's Apparel;$74.00 ;149;$ 11,03;$ 4,41;40%;Online
Foot Locker;1128299;23/12/2021;Southeast;Virginia;Richmond;Men's Street Footwear;$60.00 ;225;$ 13,50;$ 6,35;47%;Online
Foot Locker;1128299;23/12/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;$74.00 ;225;$ 16,65;$ 7,49;45%;Online
Sports Direct;1128299;23/12/2021;Southeast;Virginia;Richmond;Women's Street Footwear;$64.00 ;154;$ 9,86;$ 4,73;48%;Online
Sports Direct;1128299;23/12/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;$67.00 ;160;$ 10,72;$ 5,36;50%;Online
Sports Direct;1128299;23/12/2021;Southeast;Virginia;Richmond;Men's Apparel;$72.00 ;133;$ 9,58;$ 4,88;51%;Online
Sports Direct;1128299;23/12/2021;Southeast;Virginia;Richmond;Women's Apparel;$82.00 ;150;$ 12,30;$ 5,29;43%;Online
Sports Direct;1185732;19/1/2021;Southeast;Virginia;Richmond;Men's Street Footwear;$34.00 ;203;$ 6,90;$ 4,21;61%;Online
Sports Direct;1185732;19/1/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;$34.00 ;154;$ 5,24;$ 2,67;51%;Online
Sports Direct;1185732;19/1/2021;Southeast;Virginia;Richmond;Women's Street Footwear;$23.00 ;149;$ 3,43;$ 1,37;40%;Online
Sports Direct;1185732;19/1/2021;Southeast;Virginia;Richmond;Women's Athletic Footwear;$29.00 ;116;$ 3,36;$ 1,68;50%;Online
Sports Direct;1185732;19/1/2021;Southeast;Virginia;Richmond;Men's Apparel;$43.00 ;122;$ 5,25;$ 2,73;52%;Online
Sports Direct;1185732;19/1/2021;Southeast;Virginia;Richmond;Women's Apparel;$33.00 ;138;$ 4,55;$ 3,10;68%;Online
Sports Direct;1185732;17/2/2021;Southeast;Virginia;Richmond;Men's Street Footwear;$34.00 ;200;$ 6,80;$ 4,28;63%;Online
Sports Direct;1185732;17/2/2021;Southeast;Virginia;Richmond;Men's Athletic Footwear;$33.00 ;117;$ 3,86;$ 2,01;52%;Online
Sports Direct;1185732;17/2/2021;Southeast;Virginia;Richmond;Women's Street Footwear;$23.00 ;150;$ 3,45;$ 1,48;43%;Online
Sports Direct;1185732;17/2/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;$28.00 ;109;$ 3,05;$ 1,50;49%;Online
Sports Direct;1185732;17/2/2021;Midwest;Michigan;Detroit;Men's Apparel;$41.00 ;126;$ 5,17;$ 2,84;55%;Online
Sports Direct;1185732;17/2/2021;Midwest;Michigan;Detroit;Women's Apparel;$33.00 ;138;$ 4,55;$ 3,05;67%;Online
Sports Direct;1185732;15/3/2021;Midwest;Michigan;Detroit;Men's Street Footwear;$34.00 ;216;$ 7,34;$ 4,48;61%;Online
Sports Direct;1185732;15/3/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;$32.00 ;126;$ 4,03;$ 2,18;54%;Online
Sports Direct;1185732;15/3/2021;Midwest;Michigan;Detroit;Women's Street Footwear;$25.00 ;124;$ 3,10;$ 1,24;40%;Online
Sports Direct;1185732;15/3/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;$29.00 ;91;$ 2,64;$ 1,27;48%;Online
Sports Direct;1185732;15/3/2021;Midwest;Michigan;Detroit;Men's Apparel;$43.00 ;94;$ 4,04;$ 2,10;52%;Online
Sports Direct;1185732;15/3/2021;Midwest;Michigan;Detroit;Women's Apparel;$33.00 ;143;$ 4,72;$ 3,26;69%;Online
Sports Direct;1185732;16/4/2021;Midwest;Michigan;Detroit;Men's Street Footwear;$32.00 ;181;$ 5,79;$ 3,48;60%;Online
Sports Direct;1185732;16/4/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;$38.00 ;111;$ 4,22;$ 2,24;53%;Online
Sports Direct;1185732;16/4/2021;Midwest;Michigan;Detroit;Women's Street Footwear;$27.00 ;135;$ 3,65;$ 1,53;42%;Online
Sports Direct;1185732;16/4/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;$32.00 ;109;$ 3,49;$ 1,60;46%;Online
Sports Direct;1185732;16/4/2021;Midwest;Michigan;Detroit;Men's Apparel;$45.00 ;120;$ 5,40;$ 2,70;50%;Online
Sports Direct;1185732;16/4/2021;Midwest;Michigan;Detroit;Women's Apparel;$37.00 ;152;$ 5,62;$ 3,88;69%;Online
Sports Direct;1185732;15/5/2021;Midwest;Michigan;Detroit;Men's Street Footwear;$48.00 ;207;$ 9,94;$ 6,06;61%;Online
Sports Direct;1185732;15/5/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;$47.00 ;150;$ 7,05;$ 3,88;55%;Online
Sports Direct;1185732;15/5/2021;Midwest;Michigan;Detroit;Women's Street Footwear;$44.00 ;133;$ 5,85;$ 2,34;40%;Online
Sports Direct;1185732;15/5/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;$42.00 ;126;$ 5,29;$ 2,65;50%;Online
Sports Direct;1185732;15/5/2021;Midwest;Michigan;Detroit;Men's Apparel;$52.00 ;124;$ 6,45;$ 3,42;53%;Online
Sports Direct;1185732;15/5/2021;Midwest;Michigan;Detroit;Women's Apparel;$55.00 ;150;$ 8,25;$ 5,78;70%;Online
Sports Direct;1185732;17/6/2021;Midwest;Michigan;Detroit;Men's Street Footwear;$52.00 ;206;$ 10,71;$ 6,64;62%;Online
Sports Direct;1185732;17/6/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;$46.00 ;167;$ 7,68;$ 4,15;54%;Online
Sports Direct;1185732;17/6/2021;Midwest;Michigan;Detroit;Women's Street Footwear;$41.00 ;138;$ 5,66;$ 2,49;44%;Online
Sports Direct;1185732;17/6/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;$43.00 ;158;$ 6,79;$ 3,26;48%;Online
Sports Direct;1185732;17/6/2021;Midwest;Michigan;Detroit;Men's Apparel;$57.00 ;152;$ 8,66;$ 4,77;55%;Online
Sports Direct;1185732;17/6/2021;Midwest;Michigan;Detroit;Women's Apparel;$60.00 ;169;$ 10,14;$ 6,59;65%;Online
Sports Direct;1185732;15/7/2021;Midwest;Michigan;Detroit;Men's Street Footwear;$57.00 ;225;$ 12,83;$ 7,70;60%;Online
Sports Direct;1185732;15/7/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;$53.00 ;189;$ 10,02;$ 5,11;51%;Online
Sports Direct;1185732;15/7/2021;Midwest;Michigan;Detroit;Women's Street Footwear;$46.00 ;173;$ 7,96;$ 3,58;45%;Online
Sports Direct;1185732;15/7/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;$47.00 ;158;$ 7,43;$ 3,34;45%;Online
Sports Direct;1185732;15/7/2021;Midwest;Michigan;Detroit;Men's Apparel;$54.00 ;143;$ 7,72;$ 3,94;51%;Online
Sports Direct;1185732;15/7/2021;Midwest;Michigan;Detroit;Women's Apparel;$62.00 ;210;$ 13,02;$ 8,98;69%;Online
Sports Direct;1185732;16/8/2021;Midwest;Michigan;Detroit;Men's Street Footwear;$55.00 ;263;$ 14,47;$ 9,26;64%;Online
Sports Direct;1185732;16/8/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;$50.00 ;195;$ 9,75;$ 4,88;50%;Online
Sports Direct;1185732;16/8/2021;Midwest;Michigan;Detroit;Women's Street Footwear;$42.00 ;144;$ 6,05;$ 2,54;42%;Online
Sports Direct;1185732;16/8/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;$34.00 ;142;$ 4,83;$ 2,17;45%;Online
Sports Direct;1185732;16/8/2021;Midwest;Michigan;Detroit;Men's Apparel;$42.00 ;135;$ 5,67;$ 3,01;53%;Online
Sports Direct;1185732;16/8/2021;Midwest;Michigan;Detroit;Women's Apparel;$45.00 ;176;$ 7,92;$ 5,39;68%;Online
Sports Direct;1185732;15/9/2021;Midwest;Michigan;Detroit;Men's Street Footwear;$42.00 ;232;$ 9,74;$ 6,14;63%;Online
Sports Direct;1185732;15/9/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;$37.00 ;174;$ 6,44;$ 3,28;51%;Online
Sports Direct;1185732;15/9/2021;Midwest;Michigan;Detroit;Women's Street Footwear;$34.00 ;145;$ 4,93;$ 2,07;42%;Online
Sports Direct;1185732;15/9/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;$34.00 ;119;$ 4,05;$ 1,82;45%;Online
Sports Direct;1185732;15/9/2021;Midwest;Michigan;Detroit;Men's Apparel;$41.00 ;128;$ 5,25;$ 2,62;50%;Online
Sports Direct;1185732;15/9/2021;Midwest;Michigan;Detroit;Women's Apparel;$48.00 ;173;$ 8,30;$ 5,40;65%;Online
Sports Direct;1185732;17/10/2021;Midwest;Michigan;Detroit;Men's Street Footwear;$49.00 ;225;$ 11,03;$ 6,73;61%;Online
Sports Direct;1185732;17/10/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;$37.00 ;167;$ 6,18;$ 3,15;51%;Online
Sports Direct;1185732;17/10/2021;Midwest;Michigan;Detroit;Women's Street Footwear;$37.00 ;123;$ 4,55;$ 2,05;45%;Online
Sports Direct;1185732;17/10/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;$38.00 ;116;$ 4,41;$ 2,20;50%;Online
Sports Direct;1185732;17/10/2021;Midwest;Michigan;Detroit;Men's Apparel;$48.00 ;112;$ 5,38;$ 2,96;55%;Online
Sports Direct;1185732;17/10/2021;Midwest;Michigan;Detroit;Women's Apparel;$52.00 ;137;$ 7,12;$ 4,99;70%;Online
Sports Direct;1185732;16/11/2021;Midwest;Michigan;Detroit;Men's Street Footwear;$49.00 ;196;$ 9,60;$ 6,05;63%;Online
Sports Direct;1185732;16/11/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;$42.00 ;145;$ 6,09;$ 3,35;55%;Online
Sports Direct;1185732;16/11/2021;Midwest;Michigan;Detroit;Women's Street Footwear;$43.00 ;120;$ 5,16;$ 2,32;45%;Online
Sports Direct;1185732;16/11/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;$41.00 ;138;$ 5,66;$ 2,77;49%;Online
Sports Direct;1185732;16/11/2021;Midwest;Michigan;Detroit;Men's Apparel;$59.00 ;126;$ 7,43;$ 4,09;55%;Online
Sports Direct;1185732;16/11/2021;Midwest;Michigan;Detroit;Women's Apparel;$59.00 ;169;$ 9,97;$ 6,88;69%;Online
Sports Direct;1185732;15/12/2021;Midwest;Michigan;Detroit;Men's Street Footwear;$55.00 ;255;$ 14,03;$ 8,56;61%;Online
Sports Direct;1185732;15/12/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;$46.00 ;176;$ 8,10;$ 4,29;53%;Online
Foot Locker;1185732;15/12/2021;Midwest;Michigan;Detroit;Women's Street Footwear;$48.00 ;168;$ 8,06;$ 3,63;45%;Online
Foot Locker;1185732;15/12/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;$48.00 ;138;$ 6,62;$ 3,18;48%;Online
Foot Locker;1185732;15/12/2021;Midwest;Michigan;Detroit;Men's Apparel;$55.00 ;143;$ 7,87;$ 4,09;52%;Online
Foot Locker;1185732;15/12/2021;Midwest;Michigan;Detroit;Women's Apparel;$59.00 ;163;$ 9,62;$ 6,25;65%;Online
Foot Locker;1185732;18/1/2021;Midwest;Michigan;Detroit;Men's Street Footwear;$27.00 ;156;$ 4,21;$ 2,11;50%;Online
Foot Locker;1185732;18/1/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;$29.00 ;123;$ 3,57;$ 1,68;47%;Online
Foot Locker;1185732;18/1/2021;Midwest;Michigan;Detroit;Women's Street Footwear;$19.00 ;123;$ 2,34;$ 1,05;45%;Online
Foot Locker;1185732;18/1/2021;Midwest;Michigan;Detroit;Women's Athletic Footwear;$24.00 ;77;$ 1,85;$ 961;52%;Online
Foot Locker;1185732;18/1/2021;Midwest;Michigan;Detroit;Men's Apparel;$39.00 ;98;$ 3,82;$ 1,87;49%;Online
Foot Locker;1185732;18/1/2021;Midwest;Michigan;Detroit;Women's Apparel;$29.00 ;123;$ 3,57;$ 2,25;63%;Online
Foot Locker;1185732;18/2/2021;Midwest;Michigan;Detroit;Men's Street Footwear;$29.00 ;182;$ 5,28;$ 2,80;53%;Online
Foot Locker;1185732;18/2/2021;Midwest;Michigan;Detroit;Men's Athletic Footwear;$28.00 ;94;$ 2,63;$ 1,29;49%;Online
Foot Locker;1185732;18/2/2021;Midwest;Michigan;Detroit;Women's Street Footwear;$19.00 ;113;$ 2,15;$ 966;45%;Online
Foot Locker;1185732;18/2/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;$24.00 ;70;$ 1,68;$ 874;52%;Online
Foot Locker;1185732;18/2/2021;Midwest;Missouri;St. Louis;Men's Apparel;$38.00 ;88;$ 3,34;$ 1,51;45%;Online
Foot Locker;1185732;18/2/2021;Midwest;Missouri;St. Louis;Women's Apparel;$28.00 ;120;$ 3,36;$ 2,12;63%;Online
Foot Locker;1185732;17/3/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;$34.00 ;186;$ 6,32;$ 3,23;51%;Online
Foot Locker;1185732;17/3/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;$34.00 ;87;$ 2,96;$ 1,33;45%;Online
Foot Locker;1185732;17/3/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;$23.00 ;95;$ 2,19;$ 1,01;46%;Online
Foot Locker;1185732;17/3/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;$28.00 ;54;$ 1,51;$ 771;51%;Online
Foot Locker;1185732;17/3/2021;Midwest;Missouri;St. Louis;Men's Apparel;$41.00 ;75;$ 3,08;$ 1,51;49%;Online
Foot Locker;1185732;17/3/2021;Midwest;Missouri;St. Louis;Women's Apparel;$34.00 ;102;$ 3,47;$ 2,25;65%;Online
Foot Locker;1185732;18/4/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;$33.00 ;144;$ 4,75;$ 2,47;52%;Online
Foot Locker;1185732;18/4/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;$27.00 ;72;$ 1,94;$ 953;49%;Online
Foot Locker;1185732;18/4/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;$18.00 ;83;$ 1,49;$ 732;49%;Online
Foot Locker;1185732;18/4/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;$23.00 ;52;$ 1,20;$ 622;52%;Online
Foot Locker;1185732;18/4/2021;Midwest;Missouri;St. Louis;Men's Apparel;$36.00 ;65;$ 2,34;$ 1,05;45%;Online
Foot Locker;1185732;18/4/2021;Midwest;Missouri;St. Louis;Women's Apparel;$28.00 ;105;$ 2,94;$ 1,79;61%;Online
Foot Locker;1185732;19/5/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;$39.00 ;180;$ 7,02;$ 3,58;51%;Online
Foot Locker;1185732;19/5/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;$34.00 ;88;$ 2,99;$ 1,41;47%;Online
Foot Locker;1185732;19/5/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;$29.00 ;87;$ 2,52;$ 1,16;46%;Online
Foot Locker;1185732;19/5/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;$29.00 ;65;$ 1,89;$ 1,04;55%;Online
Foot Locker;1185732;19/5/2021;Midwest;Missouri;St. Louis;Men's Apparel;$44.00 ;70;$ 3,08;$ 1,48;48%;Online
Foot Locker;1185732;19/5/2021;Midwest;Missouri;St. Louis;Women's Apparel;$45.00 ;105;$ 4,73;$ 2,84;60%;Online
Foot Locker;1185732;18/6/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;$32.00 ;168;$ 5,38;$ 2,90;54%;Online
Foot Locker;1185732;18/6/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;$27.00 ;91;$ 2,46;$ 1,13;46%;Online
Foot Locker;1185732;18/6/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;$23.00 ;113;$ 2,60;$ 1,27;49%;Online
Foot Locker;1185732;18/6/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;$23.00 ;91;$ 2,09;$ 1,05;50%;Online
Foot Locker;1185732;18/6/2021;Midwest;Missouri;St. Louis;Men's Apparel;$38.00 ;102;$ 3,88;$ 1,74;45%;Online
Foot Locker;1185732;18/6/2021;Midwest;Missouri;St. Louis;Women's Apparel;$42.00 ;142;$ 5,96;$ 3,88;65%;Online
Foot Locker;1185732;17/7/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;$36.00 ;203;$ 7,31;$ 4,02;55%;Online
Foot Locker;1185732;17/7/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;$33.00 ;130;$ 4,29;$ 2,02;47%;Online
Foot Locker;1185732;17/7/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;$29.00 ;128;$ 3,71;$ 1,71;46%;Online
Foot Locker;1185732;17/7/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;$29.00 ;101;$ 2,93;$ 1,55;53%;Online
Foot Locker;1185732;17/7/2021;Midwest;Missouri;St. Louis;Men's Apparel;$37.00 ;94;$ 3,48;$ 1,70;49%;Online
Foot Locker;1185732;17/7/2021;Midwest;Missouri;St. Louis;Women's Apparel;$41.00 ;160;$ 6,56;$ 4,00;61%;Online
Foot Locker;1185732;18/8/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;$38.00 ;203;$ 7,71;$ 3,86;50%;Online
Foot Locker;1185732;18/8/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;$38.00 ;143;$ 5,43;$ 2,50;46%;Online
Foot Locker;1185732;18/8/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;$32.00 ;120;$ 3,84;$ 1,77;46%;Online
Foot Locker;1185732;18/8/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;$24.00 ;91;$ 2,18;$ 1,20;55%;Online
Foot Locker;1185732;18/8/2021;Midwest;Missouri;St. Louis;Men's Apparel;$34.00 ;81;$ 2,75;$ 1,29;47%;Online
Foot Locker;1185732;18/8/2021;Midwest;Missouri;St. Louis;Women's Apparel;$36.00 ;128;$ 4,61;$ 3,00;65%;Online
Foot Locker;1185732;19/9/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;$32.00 ;174;$ 5,57;$ 2,78;50%;Online
Foot Locker;1185732;19/9/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;$28.00 ;100;$ 2,80;$ 1,32;47%;Online
Foot Locker;1185732;19/9/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;$14.00 ;75;$ 1,05;$ 515;49%;Online
Foot Locker;1185732;19/9/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;$14.00 ;83;$ 1,16;$ 616;53%;Online
Foot Locker;1185732;19/9/2021;Midwest;Missouri;St. Louis;Men's Apparel;$23.00 ;77;$ 1,77;$ 832;47%;Online
Foot Locker;1185732;19/9/2021;Midwest;Missouri;St. Louis;Women's Apparel;$28.00 ;95;$ 2,66;$ 1,70;64%;Online
Foot Locker;1185732;18/10/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;$34.00 ;131;$ 4,45;$ 2,27;51%;Online
Foot Locker;1185732;18/10/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;$24.00 ;91;$ 2,18;$ 1,09;50%;Online
Foot Locker;1185732;18/10/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;$23.00 ;73;$ 1,68;$ 806;48%;Online
Foot Locker;1185732;18/10/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;$23.00 ;59;$ 1,36;$ 679;50%;Online
Foot Locker;1185732;18/10/2021;Midwest;Missouri;St. Louis;Men's Apparel;$32.00 ;68;$ 2,18;$ 1,02;47%;Online
Foot Locker;1185732;18/10/2021;Midwest;Missouri;St. Louis;Women's Apparel;$38.00 ;88;$ 3,34;$ 2,14;64%;Online
Foot Locker;1185732;18/11/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;$34.00 ;150;$ 5,10;$ 2,60;51%;Online
Foot Locker;1185732;18/11/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;$23.00 ;88;$ 2,02;$ 911;45%;Online
Foot Locker;1185732;18/11/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;$23.00 ;80;$ 1,84;$ 902;49%;Online
Foot Locker;1185732;18/11/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;$23.00 ;88;$ 2,02;$ 1,05;52%;Online
Foot Locker;1185732;18/11/2021;Midwest;Missouri;St. Louis;Men's Apparel;$43.00 ;81;$ 3,48;$ 1,67;48%;Online
Foot Locker;1185732;18/11/2021;Midwest;Missouri;St. Louis;Women's Apparel;$48.00 ;108;$ 5,18;$ 3,27;63%;Online
Foot Locker;1185732;17/12/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;$41.00 ;163;$ 6,68;$ 3,48;52%;Online
Foot Locker;1185732;17/12/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;$32.00 ;113;$ 3,62;$ 1,74;48%;Online
West Gear;1185732;17/12/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;$32.00 ;120;$ 3,84;$ 1,81;47%;Online
West Gear;1185732;17/12/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;$34.00 ;88;$ 2,99;$ 1,56;52%;Online
West Gear;1185732;17/12/2021;Midwest;Missouri;St. Louis;Men's Apparel;$42.00 ;88;$ 3,70;$ 1,85;50%;Online
West Gear;1185732;17/12/2021;Midwest;Missouri;St. Louis;Women's Apparel;$47.00 ;126;$ 5,92;$ 3,61;61%;Online
West Gear;1185732;11/1/2021;Midwest;Missouri;St. Louis;Men's Street Footwear;$23.00 ;196;$ 4,51;$ 2,48;55%;Online
West Gear;1185732;11/1/2021;Midwest;Missouri;St. Louis;Men's Athletic Footwear;$23.00 ;133;$ 3,06;$ 1,44;47%;Online
West Gear;1185732;11/1/2021;Midwest;Missouri;St. Louis;Women's Street Footwear;$14.00 ;143;$ 2,00;$ 941;47%;Online
West Gear;1185732;11/1/2021;Midwest;Missouri;St. Louis;Women's Athletic Footwear;$18.00 ;88;$ 1,58;$ 824;52%;Online
