Comercio;ID Comercio;Fecha de Ingreso;Región;Estado;Ciudad;Producto;Precio por Unidad;Unidades Vendidas;Precio Final;Ganancias;Margen Operativo;Metodo de venta;;;
Foot Locker;1128299;13/4/2020;West;Arizona;Phoenix;Men's Apparel;$50,00 ;39;$ 1.950;$1.131 ;42%;Online;;;
Foot Locker;1128299;22/7/2020;West;Arizona;Phoenix;Women's Apparel;$67,00 ;94;$ 6.298;$4.031 ;36%;Online;;;
Foot Locker;1128299;29/11/2020;West;Arizona;Phoenix;Men's Street Footwear;$47,00 ;147;$ 6.909;$3.662 ;47%;Online;;;
Foot Locker;1128299;14/3/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$53,00 ;113;$ 5.989;$2.755 ;54%;Online;;;
Foot Locker;1128299;16/5/2020;West;Arizona;Phoenix;Women's Street Footwear;$50,00 ;120;$ 6.000;$3.180 ;47%;Online;;;
Foot Locker;1128299;21/8/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$49,00 ;90;$ 4.410;$2.205 ;50%;Online;;;
Foot Locker;1128299;28/11/2021;West;Arizona;Phoenix;Men's Apparel;$51,00 ;58;$ 2.958;$1.745 ;41%;Online;;;
Foot Locker;1128299;15/4/2021;West;Arizona;Phoenix;Women's Apparel;$64,00 ;98;$ 6.272;$4.014 ;36%;Online;;;
Foot Locker;1128299;24/8/2021;West;Arizona;Phoenix;Men's Street Footwear;$48,00 ;156;$ 7.488;$3.819 ;49%;Online;;;
Foot Locker;1128299;25/2/2020;West;Arizona;Phoenix;Men's Athletic Footwear;$51,00 ;138;$ 7.038;$3.378 ;52%;Online;;;
Foot Locker;1128299;7/9/2020;West;Arizona;Phoenix;Women's Street Footwear;$51,00 ;138;$ 7.038;$3.871 ;45%;Online;;;
Foot Locker;1128299;7/7/2020;West;Arizona;Phoenix;Women's Athletic Footwear;$46,00 ;95;$ 4.370;$2.185 ;50%;Online;;;
Foot Locker;1128299;17/8/2020;West;Arizona;Phoenix;Men's Apparel;$51,00 ;68;$ 3.468;$2.011 ;42%;Online;;;
Foot Locker;1128299;20/7/2020;West;Arizona;Phoenix;Women's Apparel;$69,00 ;131;$ 9.039;$5.514 ;39%;Online;;;
Foot Locker;1128299;4/7/2020;West;Arizona;Phoenix;Men's Street Footwear;$49,00 ;196;$ 9.604;$4.898 ;49%;Online;;;
Foot Locker;1128299;9/10/2020;West;Arizona;Phoenix;Men's Athletic Footwear;$50,00 ;142;$ 7.100;$3.479 ;51%;Online;;;
Foot Locker;1128299;3/8/2020;West;Arizona;Phoenix;Women's Street Footwear;$51,00 ;133;$ 6.783;$3.595 ;47%;Online;;;
Foot Locker;1128299;27/1/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$48,00 ;101;$ 4.848;$2.666 ;45%;Online;;;
Foot Locker;1128299;17/6/2021;West;Arizona;Phoenix;Men's Apparel;$52,00 ;128;$ 6.656;$3.794 ;43%;Online;;;
Foot Locker;1128299;27/2/2021;West;Arizona;Phoenix;Women's Apparel;$67,00 ;123;$ 8.241;$5.109 ;38%;Online;;;
Foot Locker;1128299;24/3/2021;West;Arizona;Phoenix;Men's Street Footwear;$50,00 ;163;$ 8.150;$4.075 ;50%;Online;;;
Foot Locker;1128299;12/11/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$57,00 ;161;$ 9.177;$4.589 ;50%;Online;;;
Foot Locker;1128299;15/10/2020;West;Arizona;Phoenix;Women's Street Footwear;$54,00 ;113;$ 6.102;$3.112 ;49%;Online;;;
Foot Locker;1128299;1/1/2020;West;Arizona;Phoenix;Women's Athletic Footwear;$52,00 ;112;$ 5.824;$2.970 ;49%;Online;;;
Foot Locker;1128299;8/5/2021;West;Arizona;Phoenix;Men's Apparel;$59,00 ;116;$ 6.844;$4.038 ;41%;Online;;;
Foot Locker;1128299;13/7/2020;West;Arizona;Phoenix;Women's Apparel;$65,00 ;94;$ 6.110;$3.666 ;40%;Online;;;
Foot Locker;1128299;3/10/2021;West;Arizona;Phoenix;Men's Street Footwear;$41,00 ;167;$ 6.847;$3.492 ;49%;Online;;;
Foot Locker;1128299;18/10/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$45,00 ;161;$ 7.245;$3.405 ;53%;Online;;;
Foot Locker;1128299;19/1/2020;West;Arizona;Phoenix;Women's Street Footwear;$43,00 ;128;$ 5.504;$3.027 ;45%;Online;;;
Foot Locker;1128299;17/3/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$41,00 ;113;$ 4.633;$2.455 ;47%;Online;;;
Foot Locker;1128299;9/12/2020;West;Arizona;Phoenix;Men's Apparel;$54,00 ;105;$ 5.670;$3.175 ;44%;Online;;;
Foot Locker;1128299;12/10/2021;West;Arizona;Phoenix;Women's Apparel;$56,00 ;119;$ 6.664;$4.198 ;37%;Online;;;
Foot Locker;1128299;3/2/2021;West;Arizona;Phoenix;Men's Street Footwear;$41,00 ;135;$ 5.535;$2.878 ;48%;Online;;;
Foot Locker;1128299;30/7/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$47,00 ;145;$ 6.815;$3.203 ;53%;Online;;;
Foot Locker;1128299;28/11/2021;West;Arizona;Phoenix;Women's Street Footwear;$44,00 ;91;$ 4.004;$2.082 ;48%;Online;;;
Foot Locker;1128299;30/5/2020;West;Arizona;Phoenix;Women's Athletic Footwear;$43,00 ;90;$ 3.870;$1.974 ;49%;Online;;;
Foot Locker;1128299;16/1/2021;West;Arizona;Phoenix;Men's Apparel;$53,00 ;69;$ 3.657;$2.194 ;40%;Online;;;
Foot Locker;1128299;12/2/2021;West;Arizona;Phoenix;Women's Apparel;$56,00 ;85;$ 4.760;$2.951 ;38%;Online;;;
Foot Locker;1128299;10/12/2020;West;Arizona;Phoenix;Men's Street Footwear;$42,00 ;135;$ 5.670;$3.005 ;47%;Online;;;
Foot Locker;1128299;5/8/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$46,00 ;147;$ 6.762;$3.246 ;52%;Online;;;
Foot Locker;1128299;24/12/2021;West;Arizona;Phoenix;Women's Street Footwear;$44,00 ;105;$ 4.620;$2.495 ;46%;Online;;;
Foot Locker;1128299;2/9/2020;West;Arizona;Phoenix;Women's Athletic Footwear;$42,00 ;98;$ 4.116;$2.181 ;47%;Online;;;
Foot Locker;1128299;24/2/2021;West;Arizona;Phoenix;Men's Apparel;$53,00 ;87;$ 4.611;$2.720 ;41%;Online;;;
Foot Locker;1128299;11/7/2020;West;Arizona;Phoenix;Women's Apparel;$55,00 ;111;$ 6.105;$3.846 ;37%;Online;;;
Foot Locker;1128299;16/4/2021;West;Arizona;Phoenix;Men's Street Footwear;$44,00 ;181;$ 7.964;$4.301 ;46%;Online;;;
Foot Locker;1128299;4/5/2020;West;Arizona;Phoenix;Men's Athletic Footwear;$49,00 ;175;$ 8.575;$3.945 ;54%;Online;;;
Kohl's;1128299;7/8/2020;West;Arizona;Phoenix;Women's Street Footwear;$43,00 ;123;$ 5.289;$2.750 ;48%;Online;;;
Kohl's;1128299;5/8/2020;West;Arizona;Phoenix;Women's Athletic Footwear;$44,00 ;115;$ 5.060;$2.783 ;45%;Online;;;
Kohl's;1128299;13/2/2021;West;Arizona;Phoenix;Men's Apparel;$52,00 ;88;$ 4.576;$2.608 ;43%;Online;;;
Kohl's;1128299;19/1/2021;West;Arizona;Phoenix;Women's Apparel;$58,00 ;135;$ 7.830;$4.933 ;37%;Online;;;
Kohl's;1128299;30/6/2020;West;Arizona;Phoenix;Men's Street Footwear;$33,00 ;133;$ 4.389;$2.238 ;49%;Online;;;
Kohl's;1128299;14/10/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$42,00 ;138;$ 5.796;$2.724 ;53%;Online;;;
Kohl's;1128299;4/10/2021;West;Arizona;Phoenix;Women's Street Footwear;$42,00 ;138;$ 5.796;$3.130 ;46%;Online;;;
Kohl's;1128299;20/9/2021;West;Arizona;Phoenix;Women's Athletic Footwear;$43,00 ;85;$ 3.655;$1.864 ;49%;Online;;;
Kohl's;1128299;22/9/2020;West;Arizona;Phoenix;Men's Apparel;$45,00 ;80;$ 3.600;$2.124 ;41%;Online;;;
Kohl's;1128299;5/6/2020;West;Arizona;Phoenix;Women's Apparel;$42,00 ;128;$ 5.376;$3.441 ;36%;Online;;;
Kohl's;1128299;11/9/2020;West;Arizona;Phoenix;Men's Street Footwear;$33,00 ;147;$ 4.851;$2.474 ;49%;Online;;;
Kohl's;1128299;8/8/2021;West;Arizona;Phoenix;Men's Athletic Footwear;$44,00 ;106;$ 4.664;$2.099 ;55%;Online;;;
Kohl's;1128299;5/7/2020;West;Arizona;Phoenix;Women's Street Footwear;$41,00 ;111;$ 4.551;$2.458 ;46%;Online;;;
Kohl's;1128299;28/9/2020;West;New Mexico;Albuquerque;Women's Athletic Footwear;$43,00 ;74;$ 3.182;$1.623 ;49%;Online;;;
Kohl's;1128299;9/8/2021;West;New Mexico;Albuquerque;Men's Apparel;$45,00 ;54;$ 2.430;$1.361 ;44%;Online;;;
Kohl's;1128299;11/5/2020;West;New Mexico;Albuquerque;Women's Apparel;$41,00 ;104;$ 4.264;$2.644 ;38%;Online;;;
Kohl's;1128299;15/11/2020;West;New Mexico;Albuquerque;Men's Street Footwear;$44,00 ;165;$ 7.260;$3.630 ;50%;Online;;;
Kohl's;1128299;12/10/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$51,00 ;112;$ 5.712;$2.685 ;53%;Online;;;
Kohl's;1128299;29/12/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$52,00 ;112;$ 5.824;$2.970 ;49%;Online;;;
Kohl's;1128299;14/3/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$50,00 ;83;$ 4.150;$2.241 ;46%;Online;;;
Kohl's;1128299;3/6/2021;West;New Mexico;Albuquerque;Men's Apparel;$55,00 ;53;$ 2.915;$1.662 ;43%;Online;;;
Kohl's;1128299;5/10/2020;West;New Mexico;Albuquerque;Women's Apparel;$50,00 ;98;$ 4.900;$3.038 ;38%;Online;;;
Kohl's;1128299;5/10/2020;West;New Mexico;Albuquerque;Men's Street Footwear;$51,00 ;154;$ 7.854;$4.320 ;45%;Online;;;
Kohl's;1128299;22/11/2020;West;New Mexico;Albuquerque;Men's Athletic Footwear;$59,00 ;98;$ 5.782;$2.891 ;50%;Online;;;
Kohl's;1128299;27/1/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$55,00 ;116;$ 6.380;$3.190 ;50%;Online;;;
Kohl's;1128299;6/8/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$54,00 ;87;$ 4.698;$2.537 ;46%;Online;;;
Kohl's;1128299;13/9/2020;West;New Mexico;Albuquerque;Men's Apparel;$56,00 ;58;$ 3.248;$1.916 ;41%;Online;;;
Kohl's;1128299;5/5/2020;West;New Mexico;Albuquerque;Women's Apparel;$69,00 ;101;$ 6.969;$4.321 ;38%;Online;;;
Kohl's;1128299;7/12/2020;West;New Mexico;Albuquerque;Men's Street Footwear;$51,00 ;150;$ 7.650;$4.208 ;45%;Online;;;
Kohl's;1128299;25/11/2020;West;New Mexico;Albuquerque;Men's Athletic Footwear;$58,00 ;111;$ 6.438;$3.155 ;51%;Online;;;
Kohl's;1128299;21/2/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$56,00 ;126;$ 7.056;$3.740 ;47%;Online;;;
Kohl's;1128299;25/11/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$51,00 ;91;$ 4.641;$2.506 ;46%;Online;;;
Kohl's;1128299;2/3/2021;West;New Mexico;Albuquerque;Men's Apparel;$56,00 ;65;$ 3.640;$2.111 ;42%;Online;;;
Kohl's;1128299;17/11/2020;West;New Mexico;Albuquerque;Women's Apparel;$69,00 ;115;$ 7.935;$4.840 ;39%;Online;;;
Kohl's;1128299;16/10/2020;West;New Mexico;Albuquerque;Men's Street Footwear;$52,00 ;203;$ 10.556;$5.489 ;48%;Online;;;
Kohl's;1128299;4/5/2020;West;New Mexico;Albuquerque;Men's Athletic Footwear;$54,00 ;154;$ 8.316;$3.992 ;52%;Online;;;
Kohl's;1128299;25/9/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$54,00 ;149;$ 8.046;$4.023 ;50%;Online;;;
Kohl's;1128299;14/3/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$54,00 ;106;$ 5.724;$3.148 ;45%;Online;;;
Kohl's;1128299;26/9/2020;West;New Mexico;Albuquerque;Men's Apparel;$56,00 ;87;$ 4.872;$2.777 ;43%;Online;;;
Kohl's;1128299;6/8/2021;West;New Mexico;Albuquerque;Women's Apparel;$74,00 ;162;$ 11.988;$7.672 ;36%;Online;;;
Kohl's;1128299;8/2/2020;West;New Mexico;Albuquerque;Men's Street Footwear;$54,00 ;203;$ 10.962;$5.810 ;47%;Online;;;
Kohl's;1128299;22/2/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$56,00 ;180;$ 10.080;$4.637 ;54%;Online;;;
Kohl's;1128299;25/4/2020;West;New Mexico;Albuquerque;Women's Street Footwear;$58,00 ;160;$ 9.280;$4.826 ;48%;Online;;;
Kohl's;1128299;13/12/2020;West;New Mexico;Albuquerque;Women's Athletic Footwear;$54,00 ;135;$ 7.290;$4.010 ;45%;Online;;;
Kohl's;1128299;18/11/2021;West;New Mexico;Albuquerque;Men's Apparel;$57,00 ;145;$ 8.265;$4.711 ;43%;Online;;;
Kohl's;1128299;18/6/2020;West;New Mexico;Albuquerque;Women's Apparel;$69,00 ;140;$ 9.660;$5.989 ;38%;Online;;;
Kohl's;1128299;15/1/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$56,00 ;175;$ 9.800;$4.900 ;50%;Online;;;
Kohl's;1128299;19/12/2020;West;New Mexico;Albuquerque;Men's Athletic Footwear;$60,00 ;176;$ 10.560;$5.069 ;52%;Online;;;
Kohl's;1128299;14/12/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$58,00 ;142;$ 8.236;$4.447 ;46%;Online;;;
Kohl's;1128299;12/6/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$55,00 ;143;$ 7.865;$4.168 ;47%;Online;;;
Kohl's;1128299;9/10/2020;West;New Mexico;Albuquerque;Men's Apparel;$67,00 ;124;$ 8.308;$4.985 ;40%;Online;;;
Kohl's;1128299;26/5/2020;West;New Mexico;Albuquerque;Women's Apparel;$70,00 ;126;$ 8.820;$5.468 ;38%;Online;;;
Kohl's;1128299;24/3/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$49,00 ;163;$ 7.987;$4.393 ;45%;Online;;;
Kohl's;1128299;27/12/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$51,00 ;156;$ 7.956;$3.898 ;51%;Online;;;
Kohl's;1128299;19/2/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$46,00 ;143;$ 6.578;$3.486 ;47%;Online;;;
Kohl's;1128299;24/4/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$49,00 ;123;$ 6.027;$3.194 ;47%;Online;;;
Kohl's;1128299;20/6/2020;West;New Mexico;Albuquerque;Men's Apparel;$54,00 ;111;$ 5.994;$3.596 ;40%;Online;;;
Kohl's;1128299;26/7/2021;West;New Mexico;Albuquerque;Women's Apparel;$59,00 ;133;$ 7.847;$5.022 ;36%;Online;;;
Kohl's;1128299;25/5/2020;West;New Mexico;Albuquerque;Men's Street Footwear;$48,00 ;165;$ 7.920;$3.960 ;50%;Online;;;
Kohl's;1128299;18/7/2020;West;New Mexico;Albuquerque;Men's Athletic Footwear;$50,00 ;149;$ 7.450;$3.502 ;53%;Online;;;
Kohl's;1128299;15/11/2020;West;New Mexico;Albuquerque;Women's Street Footwear;$48,00 ;105;$ 5.040;$2.671 ;47%;Online;;;
Kohl's;1128299;30/8/2020;West;New Mexico;Albuquerque;Women's Athletic Footwear;$46,00 ;95;$ 4.370;$2.229 ;49%;Online;;;
Kohl's;1128299;1/5/2021;West;New Mexico;Albuquerque;Men's Apparel;$56,00 ;91;$ 5.096;$2.854 ;44%;Online;;;
Kohl's;1128299;4/7/2020;West;New Mexico;Albuquerque;Women's Apparel;$68,00 ;105;$ 7.140;$4.498 ;37%;Online;;;
Kohl's;1128299;24/1/2020;West;New Mexico;Albuquerque;Men's Street Footwear;$58,00 ;160;$ 9.280;$4.733 ;49%;Online;;;
Kohl's;1128299;5/7/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$59,00 ;150;$ 8.850;$4.071 ;54%;Online;;;
Kohl's;1128299;25/3/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$54,00 ;117;$ 6.318;$3.285 ;48%;Online;;;
Kohl's;1128299;3/6/2020;West;New Mexico;Albuquerque;Women's Athletic Footwear;$55,00 ;115;$ 6.325;$3.352 ;47%;Online;;;
Kohl's;1128299;6/12/2020;West;New Mexico;Albuquerque;Men's Apparel;$65,00 ;113;$ 7.345;$4.113 ;44%;Online;;;
Kohl's;1128299;4/7/2021;West;New Mexico;Albuquerque;Women's Apparel;$72,00 ;140;$ 10.080;$6.149 ;39%;Online;;;
Kohl's;1128299;2/9/2020;West;New Mexico;Albuquerque;Men's Street Footwear;$55,00 ;210;$ 11.550;$6.237 ;46%;Online;;;
Kohl's;1128299;23/2/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$61,00 ;182;$ 11.102;$5.551 ;50%;Online;;;
Sports Direct;1128299;24/8/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$59,00 ;130;$ 7.670;$3.912 ;49%;Online;;;
Sports Direct;1128299;10/11/2020;West;New Mexico;Albuquerque;Women's Athletic Footwear;$55,00 ;145;$ 7.975;$4.307 ;46%;Online;;;
Sports Direct;1128299;20/1/2021;West;New Mexico;Albuquerque;Men's Apparel;$64,00 ;119;$ 7.616;$4.189 ;45%;Online;;;
Sports Direct;1128299;7/9/2021;West;New Mexico;Albuquerque;Women's Apparel;$72,00 ;131;$ 9.432;$6.131 ;35%;Online;;;
Sports Direct;1128299;25/4/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$29,00 ;131;$ 3.799;$1.862 ;51%;Online;;;
Sports Direct;1128299;1/3/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$39,00 ;135;$ 5.265;$2.580 ;51%;Online;;;
Sports Direct;1128299;22/6/2021;West;New Mexico;Albuquerque;Women's Street Footwear;$38,00 ;126;$ 4.788;$2.633 ;45%;Online;;;
Sports Direct;1128299;16/6/2021;West;New Mexico;Albuquerque;Women's Athletic Footwear;$39,00 ;75;$ 2.925;$1.463 ;50%;Online;;;
Sports Direct;1128299;21/9/2020;West;New Mexico;Albuquerque;Men's Apparel;$41,00 ;63;$ 2.583;$1.421 ;45%;Online;;;
Sports Direct;1128299;22/12/2021;West;New Mexico;Albuquerque;Women's Apparel;$36,00 ;117;$ 4.212;$2.569 ;39%;Online;;;
Sports Direct;1128299;10/11/2021;West;New Mexico;Albuquerque;Men's Street Footwear;$29,00 ;145;$ 4.205;$1.976 ;53%;Online;;;
Sports Direct;1128299;18/5/2021;West;New Mexico;Albuquerque;Men's Athletic Footwear;$37,00 ;112;$ 4.144;$1.865 ;55%;Online;;;
Sports Direct;1128299;22/7/2020;West;New Mexico;Albuquerque;Women's Street Footwear;$37,00 ;104;$ 3.848;$1.924 ;50%;Online;;;
Sports Direct;1128299;3/6/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$36,00 ;63;$ 2.268;$1.089 ;52%;Online;;;
Sports Direct;1128299;22/5/2020;Southeast;Georgia;Atlanta;Men's Apparel;$41,00 ;51;$ 2.091;$1.087 ;48%;Online;;;
Sports Direct;1128299;16/3/2021;Southeast;Georgia;Atlanta;Women's Apparel;$37,00 ;98;$ 3.626;$2.321 ;36%;Online;;;
Sports Direct;1128299;14/8/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;$37,00 ;137;$ 5.069;$2.535 ;50%;Online;;;
Sports Direct;1128299;11/9/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$46,00 ;101;$ 4.646;$2.184 ;53%;Online;;;
Sports Direct;1128299;23/4/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;$49,00 ;113;$ 5.537;$2.824 ;49%;Online;;;
Sports Direct;1128299;23/1/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$47,00 ;73;$ 3.431;$1.647 ;52%;Online;;;
Sports Direct;1128299;8/1/2020;Southeast;Georgia;Atlanta;Men's Apparel;$51,00 ;39;$ 1.989;$1.054 ;47%;Online;;;
Sports Direct;1128299;26/4/2021;Southeast;Georgia;Atlanta;Women's Apparel;$48,00 ;95;$ 4.560;$2.918 ;36%;Online;;;
Sports Direct;1128299;16/6/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;$45,00 ;142;$ 6.390;$3.131 ;51%;Online;;;
Sports Direct;1128299;24/7/2020;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$51,00 ;88;$ 4.488;$2.244 ;50%;Online;;;
Sports Direct;1128299;7/10/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;$50,00 ;94;$ 4.700;$2.350 ;50%;Online;;;
Sports Direct;1128299;21/5/2020;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$48,00 ;69;$ 3.312;$1.490 ;55%;Online;;;
Sports Direct;1128299;11/4/2020;Southeast;Georgia;Atlanta;Men's Apparel;$52,00 ;53;$ 2.756;$1.433 ;48%;Online;;;
Sports Direct;1128299;23/6/2021;Southeast;Georgia;Atlanta;Women's Apparel;$63,00 ;105;$ 6.615;$3.969 ;40%;Online;;;
Sports Direct;1128299;3/4/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;$47,00 ;160;$ 7.520;$3.459 ;54%;Online;;;
Sports Direct;1128299;25/4/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$52,00 ;108;$ 5.616;$2.696 ;52%;Online;;;
Sports Direct;1128299;17/12/2020;Southeast;Georgia;Atlanta;Women's Street Footwear;$52,00 ;123;$ 6.396;$3.198 ;50%;Online;;;
Sports Direct;1128299;27/5/2021;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$47,00 ;91;$ 4.277;$1.967 ;54%;Online;;;
Sports Direct;1128299;6/7/2020;Southeast;Georgia;Atlanta;Men's Apparel;$50,00 ;56;$ 2.800;$1.456 ;48%;Online;;;
Sports Direct;1128299;25/5/2020;Southeast;Georgia;Atlanta;Women's Apparel;$64,00 ;120;$ 7.680;$4.608 ;40%;Online;;;
Sports Direct;1128299;6/11/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;$46,00 ;176;$ 8.096;$3.805 ;53%;Online;;;
Sports Direct;1128299;7/7/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$54,00 ;147;$ 7.938;$3.890 ;51%;Online;;;
Sports Direct;1128299;2/3/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;$52,00 ;142;$ 7.384;$3.840 ;48%;Online;;;
Sports Direct;1128299;24/7/2020;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$49,00 ;120;$ 5.880;$2.881 ;51%;Online;;;
Sports Direct;1128299;7/1/2020;Southeast;Georgia;Atlanta;Men's Apparel;$51,00 ;72;$ 3.672;$1.909 ;48%;Online;;;
Sports Direct;1128299;1/3/2021;Southeast;Georgia;Atlanta;Women's Apparel;$67,00 ;150;$ 10.050;$6.533 ;35%;Online;;;
Sports Direct;1128299;14/12/2020;Southeast;Georgia;Atlanta;Men's Street Footwear;$47,00 ;196;$ 9.212;$4.606 ;50%;Online;;;
Sports Direct;1128299;19/8/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$51,00 ;173;$ 8.823;$4.323 ;51%;Online;;;
Sports Direct;1128299;29/2/2020;Southeast;Georgia;Atlanta;Women's Street Footwear;$50,00 ;137;$ 6.850;$3.425 ;50%;Online;;;
Sports Direct;1128299;27/4/2020;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$46,00 ;128;$ 5.888;$2.885 ;51%;Online;;;
Sports Direct;1128299;6/5/2021;Southeast;Georgia;Atlanta;Men's Apparel;$54,00 ;138;$ 7.452;$3.875 ;48%;Online;;;
Sports Direct;1128299;2/12/2021;Southeast;Georgia;Atlanta;Women's Apparel;$67,00 ;143;$ 9.581;$5.940 ;38%;Online;;;
Sports Direct;1128299;3/3/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;$53,00 ;182;$ 9.646;$4.727 ;51%;Online;;;
Sports Direct;1128299;22/6/2020;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$58,00 ;175;$ 10.150;$4.872 ;52%;Online;;;
Sports Direct;1128299;22/8/2020;Southeast;Georgia;Atlanta;Women's Street Footwear;$54,00 ;150;$ 8.100;$4.374 ;46%;Online;;;
Sports Direct;1128299;18/12/2020;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$53,00 ;113;$ 5.989;$2.875 ;52%;Online;;;
Sports Direct;1128299;23/10/2020;Southeast;Georgia;Atlanta;Men's Apparel;$60,00 ;126;$ 7.560;$3.931 ;48%;Online;;;
Sports Direct;1128299;4/5/2020;Southeast;Georgia;Atlanta;Women's Apparel;$68,00 ;119;$ 8.092;$5.260 ;35%;Online;;;
Sports Direct;1128299;28/7/2020;Southeast;Georgia;Atlanta;Men's Street Footwear;$43,00 ;180;$ 7.740;$3.560 ;54%;Online;;;
Sports Direct;1128299;21/4/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$47,00 ;156;$ 7.332;$3.299 ;55%;Online;;;
Sports Direct;1128299;18/2/2020;Southeast;Georgia;Atlanta;Women's Street Footwear;$42,00 ;135;$ 5.670;$3.005 ;47%;Online;;;
Sports Direct;1128299;8/7/2020;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$43,00 ;120;$ 5.160;$2.374 ;54%;Online;;;
Sports Direct;1128299;9/2/2020;Southeast;Georgia;Atlanta;Men's Apparel;$54,00 ;100;$ 5.400;$2.808 ;48%;Online;;;
Sports Direct;1128299;21/11/2021;Southeast;Georgia;Atlanta;Women's Apparel;$59,00 ;131;$ 7.729;$4.637 ;40%;Online;;;
Sports Direct;1128299;19/12/2021;Southeast;Georgia;Atlanta;Men's Street Footwear;$42,00 ;131;$ 5.502;$2.696 ;51%;Online;;;
Sports Direct;1128299;24/1/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$47,00 ;142;$ 6.674;$3.204 ;52%;Online;;;
Sports Direct;1128299;15/6/2021;Southeast;Georgia;Atlanta;Women's Street Footwear;$42,00 ;105;$ 4.410;$2.337 ;47%;Online;;;
Sports Direct;1128299;4/10/2020;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$44,00 ;88;$ 3.872;$1.936 ;50%;Online;;;
Sports Direct;1128299;24/5/2021;Southeast;Georgia;Atlanta;Men's Apparel;$50,00 ;90;$ 4.500;$2.430 ;46%;Online;;;
Sports Direct;1128299;15/12/2021;Southeast;Georgia;Atlanta;Women's Apparel;$64,00 ;102;$ 6.528;$3.982 ;39%;Online;;;
Sports Direct;1128299;17/4/2020;Southeast;Georgia;Atlanta;Men's Street Footwear;$51,00 ;137;$ 6.987;$3.424 ;51%;Online;;;
Sports Direct;1128299;2/6/2021;Southeast;Georgia;Atlanta;Men's Athletic Footwear;$58,00 ;173;$ 10.034;$4.616 ;54%;Online;;;
Sports Direct;1128299;11/12/2020;Southeast;Georgia;Atlanta;Women's Street Footwear;$54,00 ;115;$ 6.210;$3.291 ;47%;Online;;;
Sports Direct;1128299;30/3/2020;Southeast;Georgia;Atlanta;Women's Athletic Footwear;$51,00 ;116;$ 5.916;$2.840 ;52%;Online;;;
Sports Direct;1128299;15/9/2021;Southeast;Georgia;Atlanta;Men's Apparel;$60,00 ;102;$ 6.120;$3.244 ;47%;Online;;;
